Vehicle_ID,Vehicle_Type,Fuel_Type,Route_Type,Vehicle_Age,Mileage,Usage_Hours,Driving_Score,Load_Capacity,Engine_Temperature,Tire_Pressure,Battery_Health,Fuel_Consumption_Before,Need_Maintenance,Service_Required,Breakdown_Risk,Vehicle_Health_Score,Estimated_Maintenance_Cost,Fuel_Consumption_After
VH07348,Sedan,Hybrid,Highway,2,113508,6141,53,2314,104,32,64,6.32,0,No Service,Low,60.6,2773,5.23
VH07349,Sedan,Hybrid,Urban,3,135300,6451,54,4026,84,33,64,7.08,0,No Service,Low,58.95,1565,5.49
VH07350,Van,Hybrid,Urban,4,26468,907,48,1631,76,36,40,12.69,0,No Service,Low,67.24,2413,12.09
VH07351,Van,Electric,Highway,2,82620,2612,53,4965,104,36,35,8.19,0,No Service,Low,56.73,2945,7.28
VH07352,Truck,Hybrid,Urban,10,53848,457,49,3459,117,29,54,12.17,1,Oil Change,Medium,47.62,13775,10.82
VH07353,SUV,Diesel,Highway,9,160235,7411,97,4988,100,36,30,12.29,1,Battery Check,Medium,49.23,11926,10.74
VH07354,Van,Hybrid,Urban,5,87564,2501,61,4714,107,36,38,12.63,1,Battery Check,High,52.93,14300,11.48
VH07355,Sedan,Electric,Rural,13,76544,1374,70,2273,77,33,58,12.41,0,No Service,Low,60.93,2498,10.61
VH07356,Truck,Petrol,Rural,7,61516,1088,52,4949,117,28,75,9.93,1,Engine Service,High,50.02,12447,8.55
VH07357,Van,Electric,Highway,11,25523,117,56,1265,125,38,61,7.73,0,No Service,Low,65.48,2100,6.26
VH07358,SUV,Hybrid,Highway,9,131456,1838,40,3504,107,35,60,11.74,1,Oil Change,Medium,51.22,11698,10.84
VH07359,SUV,Petrol,Urban,5,274343,2863,53,2080,85,35,35,11.44,1,Oil Change,Medium,53.99,9858,10.45
VH07360,Truck,Hybrid,Highway,15,256669,6728,83,2161,103,35,58,8.58,1,Oil Change,Medium,51.6,12574,8.02
VH07361,Truck,Electric,Highway,6,225905,5221,78,2170,70,35,60,5.67,0,No Service,Low,67.61,2179,5.05
VH07362,Truck,Petrol,Urban,4,80231,11289,74,1587,88,37,45,7.67,0,No Service,Low,64.63,713,5.73
VH07363,Truck,Petrol,Highway,14,11006,1013,94,4447,83,32,33,12.16,0,No Service,Low,56.65,1320,10.83
VH07364,Truck,Hybrid,Highway,8,279258,8857,92,3989,88,29,37,11.96,1,Battery Check,High,42.93,10021,11.28
VH07365,Sedan,Hybrid,Rural,1,236403,7433,40,4877,92,36,94,6.74,0,No Service,Low,57.79,2351,5.77
VH07366,Sedan,Electric,Rural,1,246928,3012,66,3100,73,39,66,12.88,0,No Service,Low,66.66,1957,11.43
VH07367,Van,Hybrid,Rural,5,268350,9644,95,2989,103,38,59,10.49,0,No Service,Low,57.48,1238,8.71
VH07368,SUV,Petrol,Highway,10,269074,1571,84,3881,71,33,53,13.5,1,Engine Service,Medium,54.52,6305,12.9
VH07369,Sedan,Diesel,Urban,9,87977,3263,96,1936,81,30,72,16.54,0,No Service,Low,62.4,743,15.36
VH07370,Sedan,Diesel,Rural,2,171261,5471,61,1315,92,28,40,9.01,0,No Service,Low,55.59,769,8.41
VH07371,Sedan,Electric,Highway,11,10181,8903,73,731,125,39,90,9.51,0,No Service,Low,66.43,610,8.32
VH07372,Van,Hybrid,Rural,15,153884,9354,48,1984,112,32,67,13.8,1,Oil Change,Medium,40.43,4599,12.22
VH07373,Truck,Electric,Urban,3,32716,8727,89,4155,122,31,77,17.34,1,Engine Service,Medium,51.95,9334,15.68
VH07374,Van,Diesel,Urban,8,260706,8939,93,1978,87,31,55,11.32,1,Battery Check,Medium,53.23,3504,10.41
VH07375,SUV,Diesel,Urban,5,50218,10701,97,4984,101,36,53,7.2,0,No Service,Low,60.2,2201,6.3
VH07376,SUV,Hybrid,Urban,3,36633,4117,75,1831,120,33,41,17.16,0,No Service,Low,55.57,1770,15.17
VH07377,SUV,Petrol,Urban,6,283083,2709,87,1780,86,35,46,11.11,0,No Service,Low,61.21,877,10.43
VH07378,SUV,Hybrid,Urban,6,282216,182,71,2921,100,36,82,10.99,0,No Service,Low,61.96,2278,9.52
VH07379,Sedan,Diesel,Highway,14,215454,1889,77,4123,127,28,43,12.02,1,Battery Check,Medium,37.17,13573,10.41
VH07380,Sedan,Petrol,Rural,5,258048,9342,59,2739,105,34,54,8.28,1,Engine Service,High,49.54,16020,6.62
VH07381,Van,Electric,Urban,5,167847,5808,66,4094,124,34,42,15.2,1,Oil Change,Medium,43.52,11850,13.7
VH07382,Truck,Diesel,Rural,6,94751,8073,42,1905,95,36,66,13.33,0,No Service,Low,55.86,589,12.21
VH07383,SUV,Electric,Rural,2,266463,4216,99,2387,81,28,39,17.41,1,Battery Check,Medium,52.68,14486,16.74
VH07384,Van,Petrol,Highway,6,193472,5626,50,2682,126,29,36,7.65,1,Engine Service,Medium,42.55,3219,6.29
VH07385,Sedan,Electric,Urban,2,139729,2841,63,678,104,33,43,13.05,0,No Service,Low,60.49,1950,11.66
VH07386,Sedan,Diesel,Urban,3,117696,897,68,1050,85,31,34,11.72,0,No Service,Low,63.31,1371,10.24
VH07387,Truck,Hybrid,Highway,2,170624,2626,44,4574,73,32,42,16.63,1,Engine Service,Medium,49.17,9891,14.74
VH07388,Truck,Electric,Highway,1,72017,4851,72,3866,97,32,49,5.39,0,No Service,Low,63.32,2226,4.24
VH07389,Truck,Diesel,Highway,12,211020,7831,47,4752,107,37,57,14.89,1,Engine Service,Medium,38.66,4588,12.95
VH07390,Van,Diesel,Highway,1,56075,862,58,700,102,28,81,13.1,0,No Service,Low,66.11,2558,12.28
VH07391,Sedan,Petrol,Highway,9,145722,8909,43,4395,106,28,68,12.9,1,Battery Check,Medium,37.38,5653,12.02
VH07392,Sedan,Diesel,Rural,13,217452,4906,80,1846,79,34,50,16.38,1,Engine Service,High,52.1,13887,15.69
VH07393,Truck,Hybrid,Highway,4,47343,3963,74,4940,100,30,93,12.67,0,No Service,Low,59.18,1028,12.05
VH07394,SUV,Hybrid,Urban,5,266980,3786,69,2963,83,32,46,14.31,1,Oil Change,High,51.22,19897,13.11
VH07395,Truck,Electric,Urban,10,237101,867,44,2644,74,35,99,13.39,0,No Service,Low,60.24,585,11.94
VH07396,Van,Electric,Highway,14,267086,5701,99,1120,79,32,54,5.9,0,No Service,Low,60.66,979,4.81
VH07397,Truck,Electric,Highway,15,164903,3285,87,2277,94,37,48,6.47,0,No Service,Low,61.59,510,5.14
VH07398,Truck,Electric,Highway,7,177949,9312,79,4380,110,36,40,9.4,1,Battery Check,Medium,48.73,13932,8.3
VH07399,Van,Hybrid,Highway,15,55197,7529,77,1632,114,31,61,13.78,1,Battery Check,High,48.96,9353,13.22
VH07400,Truck,Petrol,Highway,2,202107,11785,42,1454,86,34,39,5.34,1,Oil Change,High,54.84,3635,4.58
VH07401,Sedan,Electric,Urban,12,198193,1177,55,631,120,35,73,15.04,1,Engine Service,Medium,53.39,16511,14.14
VH07402,SUV,Petrol,Rural,11,256349,11551,47,1104,89,34,88,7.64,1,Battery Check,High,53.19,11492,6.19
VH07403,Truck,Diesel,Highway,10,273926,11902,84,1900,129,31,31,12.27,1,Battery Check,High,36.17,9645,10.48
VH07404,Van,Diesel,Highway,9,14412,10067,44,3766,102,35,41,7.62,1,Oil Change,Medium,49.7,4065,6.84
VH07405,SUV,Electric,Highway,12,123043,11170,77,4853,78,37,94,7.29,0,No Service,Low,59.88,2149,6.45
VH07406,Van,Diesel,Urban,4,106169,1990,98,4575,119,38,97,9.34,0,No Service,Low,70.88,1380,7.77
VH07407,SUV,Petrol,Urban,10,221206,1726,74,4439,100,37,46,16.98,1,Battery Check,High,48.13,13240,15.05
VH07408,SUV,Petrol,Rural,10,151688,11910,47,3393,74,37,82,8.09,0,No Service,Low,56.18,1470,7.06
VH07409,Truck,Diesel,Rural,13,47448,6746,75,3048,115,31,48,5.63,1,Battery Check,Medium,52.05,4729,4.65
VH07410,Sedan,Electric,Rural,13,133678,1671,64,4383,98,37,30,16.47,1,Engine Service,Medium,45.89,4286,15.43
VH07411,Truck,Petrol,Rural,1,284245,3775,92,2385,120,39,81,10.71,0,No Service,Low,66.61,1792,9.95
VH07412,Van,Petrol,Urban,8,85822,9883,88,838,116,35,46,13.07,0,No Service,Low,56.22,1330,11.84
VH07413,Van,Hybrid,Rural,4,193353,10918,96,2566,73,35,87,16.52,0,No Service,Low,62.6,800,15.2
VH07414,SUV,Electric,Highway,7,60465,5532,47,1410,100,31,91,14.82,0,No Service,Low,57.5,2435,14.09
VH07415,SUV,Hybrid,Urban,3,283214,9484,60,4496,73,32,62,15.35,1,Engine Service,High,45.57,12266,14.52
VH07416,Sedan,Diesel,Urban,11,133927,4873,90,1353,128,32,99,11.24,0,No Service,Low,60.16,615,10.44
VH07417,Truck,Diesel,Urban,12,68431,5144,85,4770,87,32,81,13.94,0,No Service,Low,55.3,1981,12.53
VH07418,Van,Hybrid,Highway,9,31742,9420,48,4586,128,30,35,17.53,1,Engine Service,High,31.05,7391,15.96
VH07419,SUV,Electric,Urban,15,205883,11730,71,1396,87,29,93,16.57,1,Oil Change,Medium,44.99,18431,15.61
VH07420,Sedan,Petrol,Highway,13,251216,9407,83,732,109,28,88,12.96,1,Oil Change,High,47.73,19117,11.31
VH07421,Van,Diesel,Rural,5,274877,4908,52,3258,103,38,51,6.11,0,No Service,Low,55.56,1897,4.25
VH07422,SUV,Electric,Urban,5,210675,10200,62,1324,117,30,98,17.74,1,Battery Check,High,47.54,3504,16.46
VH07423,Van,Electric,Highway,3,94277,3852,99,624,83,36,31,7.93,0,No Service,Low,75.2,2085,6.07
VH07424,Sedan,Diesel,Urban,11,153082,1428,98,4156,95,34,75,9.69,0,No Service,Low,62.64,1004,8.25
VH07425,Sedan,Diesel,Rural,9,177078,4223,47,1197,92,29,91,6.82,0,No Service,Low,59.32,1779,6.03
VH07426,Van,Electric,Urban,3,216572,1411,74,1561,102,38,81,7.17,0,No Service,Low,73.14,2075,6.28
VH07427,Truck,Petrol,Rural,2,268054,4550,93,747,86,35,74,15.35,0,No Service,Low,67.15,2974,13.96
VH07428,Van,Hybrid,Urban,11,296517,10154,67,4595,111,38,82,6.67,1,Battery Check,Medium,48.4,16808,5.83
VH07429,SUV,Diesel,Highway,13,148282,10296,54,2506,101,35,65,7.46,1,Oil Change,High,50.3,15622,6.96
VH07430,Truck,Hybrid,Rural,9,267176,11907,91,2419,117,34,80,7.23,1,Battery Check,Medium,52.89,10459,6.34
VH07431,SUV,Electric,Urban,12,25060,2825,68,2111,104,39,47,9.81,0,No Service,Low,63.5,579,9.24
VH07432,Van,Hybrid,Rural,12,55256,7671,90,640,120,38,41,14.03,0,No Service,Low,57.65,1190,12.18
VH07433,Truck,Petrol,Rural,9,254378,2283,43,4692,112,33,86,13.37,1,Oil Change,Medium,44.32,3948,11.84
VH07434,SUV,Electric,Highway,10,206315,253,73,4163,126,29,75,14.42,1,Oil Change,Medium,44.82,16071,13.88
VH07435,Van,Petrol,Highway,12,169553,5682,76,3827,99,31,70,14.45,1,Battery Check,High,47.0,3822,13.88
VH07436,Van,Electric,Highway,13,96648,915,63,1877,84,28,49,5.04,0,No Service,Low,58.95,1441,4.5
VH07437,Truck,Petrol,Highway,4,275554,1219,60,4540,119,34,49,13.9,1,Engine Service,High,45.23,11451,12.2
VH07438,Van,Electric,Rural,4,101316,11560,41,3363,121,38,39,13.9,1,Oil Change,High,43.79,5340,12.22
VH07439,Sedan,Petrol,Rural,13,120100,2255,46,2050,120,29,91,5.81,1,Battery Check,High,54.05,8997,4.2
VH07440,SUV,Electric,Urban,11,104123,5265,95,2517,76,33,93,10.55,0,No Service,Low,68.5,2164,9.83
VH07441,SUV,Petrol,Urban,10,47344,1309,50,1307,75,36,53,6.02,0,No Service,Low,70.14,2633,4.04
VH07442,Van,Electric,Urban,15,161981,8745,51,3345,78,32,70,7.48,1,Battery Check,High,49.21,11221,5.71
VH07443,Van,Petrol,Highway,13,148970,6528,43,3939,82,32,62,11.37,1,Oil Change,High,45.44,6966,9.9
VH07444,Sedan,Diesel,Rural,13,191574,1206,74,2812,109,31,63,5.16,0,No Service,Low,55.64,1240,3.64
VH07445,Truck,Hybrid,Rural,6,182976,11088,79,1171,87,28,88,6.23,0,No Service,Low,60.92,1939,5.16
VH07446,Van,Electric,Urban,9,141020,4516,65,804,104,31,39,6.1,0,No Service,Low,57.04,1399,4.75
VH07447,Van,Petrol,Urban,8,167471,5364,57,2976,70,36,34,6.62,0,No Service,Low,59.13,1627,5.6
VH07448,Van,Diesel,Rural,10,258385,10951,94,1811,93,36,66,5.65,0,No Service,Low,60.22,1543,4.08
VH07449,Van,Electric,Highway,3,63459,1137,97,3340,119,34,60,12.96,0,No Service,Low,64.58,2735,11.95
VH07450,SUV,Electric,Urban,6,122298,3433,95,4433,105,31,52,7.32,0,No Service,Low,58.53,2324,5.4
VH07451,Van,Electric,Urban,15,291453,513,76,4632,119,36,40,16.21,1,Engine Service,Medium,38.65,17579,14.26
VH07452,SUV,Hybrid,Rural,13,183027,10833,55,4896,85,32,51,16.5,1,Battery Check,Medium,34.5,6438,15.62
VH07453,Van,Petrol,Rural,7,173082,8004,94,635,87,39,66,13.98,0,No Service,Low,67.73,1580,12.25
VH07454,Truck,Petrol,Urban,15,294534,2039,51,3812,72,39,56,5.84,0,No Service,Low,55.84,2845,5.19
VH07455,Sedan,Electric,Urban,15,252329,755,80,4770,115,37,30,16.59,1,Oil Change,Medium,40.02,8427,15.71
VH07456,Truck,Electric,Highway,6,280685,7557,79,3351,111,29,92,10.44,1,Oil Change,Medium,49.86,13082,9.55
VH07457,Van,Electric,Highway,3,158993,2579,76,3532,106,36,34,7.35,0,No Service,Low,60.65,1739,5.92
VH07458,Van,Diesel,Highway,14,53937,5739,91,2906,77,33,40,15.12,1,Battery Check,High,54.78,17021,13.25
VH07459,Van,Electric,Highway,14,192952,9639,58,4477,127,32,69,9.51,1,Oil Change,High,36.76,8065,8.56
VH07460,Truck,Hybrid,Urban,14,89030,6021,54,2804,87,38,57,11.58,0,No Service,Low,55.33,640,10.44
VH07461,Van,Petrol,Urban,13,184268,9608,61,3565,98,37,58,14.66,1,Oil Change,Medium,44.24,4899,13.57
VH07462,Truck,Hybrid,Urban,13,140174,6620,59,1741,106,39,45,6.31,0,No Service,Low,56.99,1512,5.24
VH07463,SUV,Electric,Highway,9,203831,3706,82,3667,96,35,30,7.2,1,Battery Check,Medium,54.91,12209,5.84
VH07464,Sedan,Diesel,Urban,4,217894,5303,91,4170,113,29,92,17.59,1,Engine Service,High,49.72,7079,16.08
VH07465,Sedan,Electric,Rural,2,147113,4158,52,630,98,32,33,14.28,1,Oil Change,High,55.08,17875,13.18
VH07466,Truck,Electric,Highway,9,95521,5104,62,1126,73,37,80,8.0,0,No Service,Low,72.08,543,6.29
VH07467,SUV,Electric,Rural,3,137521,6568,70,787,81,35,90,12.46,0,No Service,Low,70.64,2992,11.08
VH07468,Truck,Electric,Highway,6,72933,8115,65,3207,82,31,55,7.44,0,No Service,Low,58.18,1245,6.54
VH07469,SUV,Electric,Urban,5,43691,415,84,2603,83,37,31,16.25,0,No Service,Low,65.97,2785,15.19
VH07470,Van,Petrol,Highway,14,271567,6163,71,2547,83,37,96,10.83,0,No Service,Low,58.36,1827,8.89
VH07471,SUV,Hybrid,Rural,13,103374,8512,60,2881,120,38,74,15.49,1,Oil Change,High,48.16,4967,14.09
VH07472,SUV,Diesel,Highway,15,13303,6141,56,2134,79,36,89,17.63,0,No Service,Low,58.47,1173,16.38
VH07473,SUV,Electric,Rural,2,248615,2361,68,2095,91,34,49,17.75,0,No Service,Low,55.2,2120,16.88
VH07474,Sedan,Diesel,Urban,1,282034,7739,92,3755,78,39,48,6.79,0,No Service,Low,65.66,1553,5.49
VH07475,SUV,Petrol,Rural,9,167878,944,68,1186,93,34,66,17.28,0,No Service,Low,58.68,1970,16.66
VH07476,Van,Hybrid,Urban,3,83136,1614,87,3211,119,36,44,8.51,0,No Service,Low,65.01,922,7.41
VH07477,Van,Electric,Rural,7,37230,1208,61,4599,86,30,99,9.68,0,No Service,Low,63.8,969,7.88
VH07478,Van,Petrol,Urban,9,247498,5223,88,2111,93,30,94,5.82,0,No Service,Low,62.91,899,4.67
VH07479,SUV,Petrol,Rural,9,288610,1830,58,2982,74,37,42,13.39,1,Engine Service,High,53.54,12400,11.63
VH07480,Truck,Hybrid,Urban,12,157548,3285,93,4562,103,34,85,13.37,0,No Service,Low,55.72,1373,12.81
VH07481,Truck,Electric,Urban,10,299876,1338,53,1494,111,29,86,15.1,1,Battery Check,Medium,46.83,6956,14.39
VH07482,Van,Hybrid,Urban,6,270668,5555,94,1901,70,37,32,17.3,0,No Service,Low,57.9,1031,15.7
VH07483,Sedan,Hybrid,Rural,8,148447,3024,78,2053,96,30,74,10.57,0,No Service,Low,60.26,2884,8.95
VH07484,Truck,Diesel,Rural,9,17837,6896,62,3375,109,33,57,10.3,1,Engine Service,Medium,53.42,11300,8.83
VH07485,SUV,Diesel,Urban,3,295252,9482,80,3727,77,36,62,13.31,1,Engine Service,Medium,54.79,12351,11.43
VH07486,Truck,Hybrid,Highway,6,289995,6139,41,4070,75,31,54,13.68,1,Engine Service,Medium,42.62,15616,12.38
VH07487,Van,Diesel,Urban,5,298744,3666,90,1159,122,32,91,10.79,0,No Service,Low,60.41,2423,9.2
VH07488,Sedan,Petrol,Highway,7,268821,10723,94,1464,74,33,94,16.95,0,No Service,Low,58.82,2613,16.04
VH07489,Truck,Hybrid,Urban,7,287332,11186,71,2574,123,30,67,5.68,1,Engine Service,High,45.16,5534,4.26
VH07490,Truck,Electric,Rural,9,54777,1556,77,1487,122,29,57,14.83,1,Battery Check,Medium,54.04,16523,13.17
VH07491,Van,Electric,Highway,1,215591,1209,72,1112,87,31,59,7.7,0,No Service,Low,68.01,1982,6.16
VH07492,Sedan,Petrol,Rural,6,269918,2030,97,2630,76,33,30,11.44,0,No Service,Low,59.35,2105,9.73
VH07493,Sedan,Electric,Highway,5,272374,7803,46,3714,105,31,47,16.07,1,Engine Service,High,36.24,10293,14.96
VH07494,Van,Electric,Highway,4,167422,11408,87,1776,124,39,31,9.28,0,No Service,Low,55.75,1094,8.36
VH07495,SUV,Hybrid,Highway,10,217890,722,73,2644,102,35,88,16.7,0,No Service,Low,57.06,2118,15.78
VH07496,Truck,Petrol,Highway,12,262593,2437,43,4006,123,36,79,10.86,1,Engine Service,Medium,45.07,8983,9.15
VH07497,SUV,Hybrid,Rural,11,161426,10222,62,728,103,35,47,14.14,1,Battery Check,High,48.56,11188,12.35
VH07498,Truck,Petrol,Highway,14,235410,11036,59,1518,101,34,36,14.39,1,Battery Check,High,38.55,6606,13.58
VH07499,Truck,Hybrid,Urban,1,260598,1358,61,1720,120,29,90,8.39,0,No Service,Low,59.67,641,7.33
VH07500,SUV,Hybrid,Urban,4,190607,6400,85,3379,72,37,97,16.71,0,No Service,Low,66.11,1725,14.83
VH07501,Van,Diesel,Highway,10,21355,4601,68,3857,127,29,46,6.62,1,Oil Change,Medium,49.0,6531,6.1
VH07502,Van,Electric,Rural,11,249977,7940,82,3604,70,37,98,12.67,0,No Service,Low,60.35,1765,11.65
VH07503,Truck,Petrol,Rural,7,158216,7389,80,2046,90,32,84,17.08,0,No Service,Low,56.6,1440,15.66
VH07504,Van,Electric,Highway,4,80779,10260,76,2111,82,31,42,5.4,0,No Service,Low,61.52,1445,4.68
VH07505,Truck,Diesel,Rural,1,60094,11587,42,4477,77,31,97,11.91,0,No Service,Low,56.06,2094,10.38
VH07506,Van,Petrol,Rural,10,127383,2123,61,4649,113,31,69,8.2,1,Oil Change,High,50.79,17047,7.26
VH07507,Truck,Diesel,Rural,1,282738,976,59,2878,99,34,44,7.5,0,No Service,Low,58.44,2839,5.59
VH07508,Van,Electric,Highway,1,225139,7290,64,4743,77,30,57,8.04,1,Battery Check,High,53.38,8433,7.43
VH07509,Sedan,Hybrid,Urban,11,131562,10536,73,2827,127,29,86,16.73,1,Oil Change,High,40.65,12881,14.93
VH07510,SUV,Diesel,Urban,10,232823,2626,81,1055,129,32,93,10.53,0,No Service,Low,57.99,967,9.13
VH07511,Sedan,Diesel,Urban,5,243772,11881,92,705,96,33,34,8.07,0,No Service,Low,55.9,1992,6.64
VH07512,SUV,Hybrid,Urban,7,158064,8636,68,1501,108,35,91,17.06,0,No Service,Low,55.44,1587,16.53
VH07513,SUV,Electric,Urban,9,237131,3772,96,4363,92,38,71,9.18,0,No Service,Low,62.36,2406,7.32
VH07514,Truck,Diesel,Rural,8,109185,11360,49,617,77,30,95,14.41,0,No Service,Low,56.2,837,12.63
VH07515,SUV,Electric,Rural,2,135039,2013,78,3027,125,31,49,11.98,1,Engine Service,High,54.98,19179,10.81
VH07516,Sedan,Hybrid,Rural,9,99236,2545,86,4351,84,31,69,13.83,0,No Service,Low,57.61,1246,12.6
VH07517,Sedan,Petrol,Highway,4,53388,9076,76,4261,122,31,56,7.37,1,Engine Service,High,52.42,13327,6.44
VH07518,Van,Diesel,Rural,12,299721,1587,79,3400,76,34,50,13.82,1,Battery Check,High,51.62,5780,12.83
VH07519,Sedan,Electric,Urban,10,154566,4991,89,1958,81,31,49,16.78,1,Oil Change,Medium,54.1,15343,15.56
VH07520,Van,Hybrid,Rural,15,96811,5334,59,3201,119,34,61,6.31,1,Battery Check,Medium,50.46,11979,5.69
VH07521,SUV,Hybrid,Urban,11,49248,549,77,1548,105,31,83,9.24,0,No Service,Low,66.28,957,8.63
VH07522,Sedan,Diesel,Rural,5,99425,1527,62,3500,107,37,65,17.64,0,No Service,Low,57.18,1508,15.92
VH07523,SUV,Petrol,Urban,12,175834,2695,50,2725,112,35,87,7.93,0,No Service,Low,56.25,526,6.86
VH07524,Sedan,Diesel,Rural,11,214376,2376,47,2687,99,32,96,5.77,0,No Service,Low,57.91,2703,3.8
VH07525,Sedan,Electric,Urban,5,142083,5865,68,1605,79,29,59,5.72,0,No Service,Low,63.07,2674,5.08
VH07526,Van,Hybrid,Urban,4,229895,8535,75,3493,88,36,97,8.58,0,No Service,Low,63.65,1533,6.67
VH07527,SUV,Petrol,Highway,13,238760,2212,64,1030,87,36,36,11.43,1,Engine Service,Medium,54.97,8086,9.96
VH07528,Sedan,Electric,Rural,6,265194,11600,78,4963,113,28,53,8.49,1,Battery Check,Medium,37.84,14191,7.53
VH07529,Truck,Diesel,Urban,1,111751,9237,73,2600,118,32,38,8.65,1,Battery Check,Medium,53.59,9798,7.75
VH07530,SUV,Hybrid,Rural,2,296425,1126,86,3940,89,30,63,15.81,1,Engine Service,Medium,53.76,16010,13.88
VH07531,SUV,Diesel,Urban,4,106574,9815,71,4150,71,37,84,14.97,0,No Service,Low,61.67,2978,13.96
VH07532,SUV,Petrol,Highway,4,151308,11400,80,2496,99,38,41,9.04,0,No Service,Low,58.49,2260,7.75
VH07533,Van,Petrol,Highway,8,165531,3792,62,1241,120,32,87,9.48,0,No Service,Low,58.59,2884,7.55
VH07534,Truck,Petrol,Highway,9,74589,3149,60,1574,113,31,88,17.61,1,Oil Change,High,54.65,11636,16.8
VH07535,SUV,Petrol,Highway,12,166872,11613,58,3462,127,30,97,17.35,1,Battery Check,High,35.89,9671,16.58
VH07536,Sedan,Petrol,Urban,4,40271,6246,64,3203,112,34,46,17.65,1,Engine Service,High,50.63,8110,16.83
VH07537,Sedan,Diesel,Rural,6,145250,11598,62,1366,116,32,59,17.21,1,Oil Change,High,44.56,18812,16.36
VH07538,Van,Petrol,Highway,4,107984,7684,58,4282,112,28,92,13.17,1,Battery Check,Medium,48.34,7661,11.61
VH07539,Sedan,Petrol,Highway,4,154348,7198,44,2632,80,31,91,9.01,0,No Service,Low,59.64,2630,8.25
VH07540,SUV,Hybrid,Highway,12,155900,5979,58,1692,91,28,91,17.6,1,Battery Check,High,48.16,11644,17.04
VH07541,Sedan,Petrol,Rural,11,16149,8352,74,4521,111,30,47,14.66,1,Engine Service,High,42.44,18243,13.08
VH07542,SUV,Hybrid,Urban,12,78895,11690,51,2577,88,38,50,14.25,1,Battery Check,Medium,49.1,13223,12.3
VH07543,Sedan,Hybrid,Urban,9,87670,10706,78,1670,72,37,64,15.37,0,No Service,Low,61.33,500,14.05
VH07544,Truck,Hybrid,Urban,14,250864,5153,64,4683,73,37,46,12.78,1,Oil Change,Medium,46.94,19915,11.73
VH07545,Van,Diesel,Urban,4,236233,3706,44,1090,104,32,83,12.58,0,No Service,Low,56.11,1157,12.04
VH07546,Van,Diesel,Rural,13,177854,6769,51,3991,116,33,53,9.7,1,Oil Change,High,40.61,13283,8.34
VH07547,Truck,Electric,Rural,6,141971,489,66,2724,107,38,44,6.96,0,No Service,Low,64.36,2888,5.97
VH07548,Truck,Electric,Rural,14,106628,4716,43,3139,78,28,43,10.7,1,Engine Service,Medium,44.29,8682,9.23
VH07549,Van,Hybrid,Highway,13,108956,9967,91,2116,77,37,76,11.73,0,No Service,Low,63.27,2047,9.79
VH07550,Truck,Diesel,Rural,9,132684,10069,58,3768,103,36,60,16.41,1,Oil Change,High,44.71,16170,15.88
VH07551,SUV,Petrol,Urban,3,142054,352,84,2995,120,36,87,10.22,0,No Service,Low,68.76,1381,8.68
VH07552,Sedan,Electric,Rural,7,108879,8152,86,1704,116,28,69,16.48,1,Oil Change,Medium,49.68,4974,14.97
VH07553,Van,Diesel,Highway,7,84060,3266,63,664,100,34,91,9.13,0,No Service,Low,70.07,800,7.74
VH07554,Truck,Petrol,Urban,1,79843,10006,81,2983,109,31,83,17.28,1,Battery Check,Medium,55.05,18704,15.69
VH07555,SUV,Petrol,Rural,11,213361,10342,67,4101,88,29,89,5.51,1,Battery Check,Medium,49.83,13230,4.44
VH07556,Van,Diesel,Urban,2,184245,795,72,4360,106,39,40,11.83,0,No Service,Low,59.63,631,11.14
VH07557,Truck,Electric,Urban,5,292897,10385,74,3827,101,38,55,9.18,1,Battery Check,High,51.36,14732,8.67
VH07558,Van,Diesel,Rural,8,123684,6023,89,2356,113,38,56,8.83,0,No Service,Low,62.91,652,7.73
VH07559,Truck,Electric,Rural,6,37238,4848,55,2500,128,29,59,6.03,1,Oil Change,High,54.09,13012,4.32
VH07560,Van,Hybrid,Highway,14,94243,10864,51,4952,113,33,82,13.86,1,Oil Change,High,38.71,8984,12.47
VH07561,SUV,Diesel,Rural,14,56086,7965,55,2864,97,33,66,10.1,1,Engine Service,High,51.07,6673,9.38
VH07562,SUV,Diesel,Rural,13,37639,1605,50,1710,110,32,32,17.34,1,Engine Service,High,45.87,14637,16.36
VH07563,Sedan,Electric,Rural,13,207761,11960,82,3513,87,30,98,14.26,1,Engine Service,Medium,46.73,12091,12.77
VH07564,Van,Electric,Urban,7,128058,2843,67,2298,94,38,38,10.76,0,No Service,Low,61.67,1492,8.87
VH07565,Sedan,Diesel,Highway,15,198512,4754,62,1046,79,34,55,13.15,1,Engine Service,High,53.38,17558,11.37
VH07566,Van,Petrol,Urban,15,223268,11569,93,541,74,30,64,5.86,0,No Service,Low,57.31,1265,4.41
VH07567,Truck,Petrol,Rural,3,266799,7989,85,2248,84,38,98,12.66,0,No Service,Low,67.51,1718,11.83
VH07568,Truck,Petrol,Highway,6,63350,1398,56,3726,94,34,40,13.66,0,No Service,Low,55.21,2481,11.86
VH07569,Sedan,Hybrid,Rural,9,86779,4790,58,2060,89,29,59,6.38,0,No Service,Low,58.11,503,4.5
VH07570,Van,Hybrid,Urban,3,62848,11542,50,4277,125,35,50,13.87,1,Battery Check,Medium,43.55,6517,12.01
VH07571,Sedan,Electric,Urban,14,121546,11206,43,3066,125,29,33,11.16,1,Oil Change,High,29.62,17902,9.81
